#,Name,Class,Position,Height,Hometown,High School,team_id,conference_short,conference_name,team_name,division,team_short
4,Torrey Stafford,So.,OH,6-2,"Torrance, CA",Marymount HS,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
5,Olivia Babcock,So.,RS,6-4,"Los Angeles, CA",Sierra Canyon HS,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
8,Blaire Bayless,So.,OH,6-2,"Plano, TX",Plano West HS,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
25,Haiti Tautua'a,So.,S,6-0,"Waianae, HI",Wai'anae HS,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
1,Bianca Garibaldi,Fr.,MB,5-11,"Villa Carlos Paz, Argentina",Bernardo D’elia,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
9,Ryla Jones,Fr.,MB,6-2,"Fort Washington, MD",Flint Hill High School,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
13,Mallorie Meyer,Fr.,L/DS,5-7,"Roca, NE",Lincoln East,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
14,Kiana Dinn,Fr.,S,5-9,"Union, KY",Ryle High School,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
11,Dalia Vírlan,Fr.,MB,6-2,"Brasov, Romania",Colegiul Tehnic Feroviar,545,ACC,Atlantic Coast Conference,University of Pittsburgh,D-I,Pittsburgh
1,Makayla Lewis,Sr.,OH,6-0,"Fresno, CA",Central HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
14,Taylor Hunter,Sr.,MB,6-2,"Simi Valley, CA",Oak Park HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
11,Delaney Nicoll,Sr.,OH,6-1,"Ridgefield, WA",Ridgefield HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
19,Carisa Barron,Sr.,S,5-11,"Bakersfield, CA",Liberty HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
12,Ella Hartford,Sr.,S,5-8,"Arroyo Grande, CA",Arroyo Grande HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
24,Tyra Schaub,Jr.,OH,6-0,"Vancouver, WA",Skyview HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
10,Sydney Stenson,So.,RS,6-0,"Lakewood, CO",Bear Creek HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
2,Paige Stepaniuk,So.,L/DS,5-6,"Ridgefield, WA",Ridgefield HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
8,Naomi White,So.,MB,6-0,"Las Vegas, NV",Palo Verde HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
17,Devon DeNecochea,So.,OPP,6-3,"San Diego, CA",Canyon Crest Academy,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
16,Kate Hansen,Sr.,L/DS,5-7,"Everett, WA",Glacier Peak HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
4,Cali-Jo Shigemasa,Fr.,L/DS,5-3,"Pearl City, HI",Punahou School,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
6,Allison Panter,Fr.,S,5-10,"Denver, CO",Denver School of Science and Technology: Montview,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
21,Reese Biesemeyer,Fr.,MB,6-1,"Chandler, AZ",Perry HS,550,BSC,Big Sky Conference,Portland State University,D-I,Portland St.
15,Nevaeh Bray,Sr.,MB,6-2,"San Diego, CA",Corvallis HS / Jackson State,551,WCC,West Coast Conference,University of Portland,D-I,Portland
20,Lia Hawken,Jr.,OH,6-0,"Woodland, WA",Skyview HS / Dayton,551,WCC,West Coast Conference,University of Portland,D-I,Portland
9,Leonie Freytag,Jr.,OH,5-11,"Berlin, Germany",Schul und Leistungssportzentrum Berlin,551,WCC,West Coast Conference,University of Portland,D-I,Portland
1,Maui Robins,Jr.,OH,5-11,,Kamehameha Schools Kapalama,551,WCC,West Coast Conference,University of Portland,D-I,Portland
11,Elin Larsson,Jr.,OH,6-2,"Borås, Sweden",Ållebergsgymnasiet,551,WCC,West Coast Conference,University of Portland,D-I,Portland
8,Lucia Busso,Jr.,OH,6-0,"Pino Torinese, Italy",Liceo Statale Augusto Monti,551,WCC,West Coast Conference,University of Portland,D-I,Portland
6,Larkin Chock,So.,DS,5-6,"Belmont, CA",Carlmont HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
17,Una Rajkovic,Jr.,MB,6-3,"Belgrade, Serbia",Kreativno Pero,551,WCC,West Coast Conference,University of Portland,D-I,Portland
2,Valerie Bruk,Sr.,OPP,5-10,"San Mateo, CA",San Mateo HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
10,Elena Bullemer,Sr.,S,5-7,"Berlin, Germany",Schul und Leistungssportzentrum Berlin,551,WCC,West Coast Conference,University of Portland,D-I,Portland
5,Maddie Corpe,So.,S,5-9,"Keizer, OR",McNary HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
3,Havannah Hoeft,Fr.,S,5-9,"Belmont, CA",St. Francis HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
4,Tatum Isa,So.,DS,5-2,"Honolulu, HI",Moanalua HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
18,Taina Kaauwai,So.,MB,6-1,"Hilo, HI",Kamehameha Schools Hawaii,551,WCC,West Coast Conference,University of Portland,D-I,Portland
7,Sydney Cazimero,Fr.,MB,5-8,,Kamehameha Schools Kapalama,551,WCC,West Coast Conference,University of Portland,D-I,Portland
12,Amiyah Eason,Fr.,DS,5-4,"Sandy, OR",Sam Barlow HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
13,Maelle Corbach,Fr.,OPP,6-1,"Schaffhausen, Switzerland",United school of Sports Zuerich,551,WCC,West Coast Conference,University of Portland,D-I,Portland
14,Tinoa Woodward-Hart,Fr.,DS,5-4,"Los Angeles, CA",Venice HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
21,Alana Villela,Fr.,MB,6-0,"Oakland, CA",California HS,551,WCC,West Coast Conference,University of Portland,D-I,Portland
13,Lexy Thomas,Sr.,OH,5-10,"San Antonio, TX",,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
7,Jakya Moore,Sr.,DS,5-9,"Knightdale, NC",,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
6,Kiersten Atkinson,Sr.,MB,5-9,"Grand Prairie, TX",The Oak Ridge School,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
20,Leah Lawson,Sr.,S,5-9,"Arlington, TX",East Central,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
3,MaKinzie Taplin,Jr.,S,5-8,"Glenn Heights, TX",Red Oak,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
11,Leila Smalls,Jr.,RS,5-9,"San Antonio, TX",Louis D. Brandeis,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
19,Kylee Owens,Jr.,OH,5-11,"Culver City, CA",Culver City,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
9,Jade Coates,Jr.,MB,6-3,"Little Rock, AR",Mount Saint Marys,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
10,Bailee Hewitt,So.,OH,6-1,"Fort Worth, TX",Saginaw,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
14,Tayler Ruffin,So.,S,5-8,"Nashville, TN",Goodpasture Christian School,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
5,Jaqueline Nino,So.,DS,5-3,"Mission, TX",Veterans Memorial,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
12,Janyah Henderson,So.,MB,5-11,"Chicago, IL",Cypress Ranch,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
21,Aliyah Levert,Sr.,OH,5-9,"Cleveland, OH",McNeil,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
16,Iyonna Sherwood,Fr.,MH,5-11,"San Antonio, TX",MacArthur,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
22,D'Mya Hill,So.,OH,5-11,"Lubbock, TX",,553,SWAC,Southwestern Athletic Conf.,Prairie View A&M University,D-I,Prairie View
11,Gracie Wood,Sr.,S,5-10,"San Diego, CA",Canyon Crest Academy,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
14,Shelby Fulton,Sr.,OH,6-1,"Sarasota, FL",Out-of-Door Academy,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
23,Mariah Haislip,Sr.,MB,6-0,"Roswell, GA",Roswell,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
16,Ella Bunde,Jr.,L/DS,5-5,"Leawood, KS",Shawnee Mission East,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
8,Valerie Nutakor,Jr.,OH,5-11,"Forsyth, IL",St. Teresa,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
15,Lucia Scalamandre,Jr.,MB,6-3,"Topanga, CA",Oaks Christian,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
1,Sydney Bold,So.,L,5-7,"La Jolla, CA",The Bishop's School,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
5,Kamryn Chaney,So.,OH,6-1,"Chicago, IL",Marist,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
24,Ava Harrington,So.,MB,6-2,"Houston, TX",Episcopal,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
19,Sydney Draper,So.,S,5-11,"Mission Hills, KS",Pembroke Hills,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
13,Erin McNair,So.,OH,5-11,"Highland Ranch, CO",Valor Christian,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
2,Sylvia Bunde,Fr.,L/DS,5-6,"Leawood, KS",Shawnee Mission East,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
6,Ashley Duckworth,Fr.,MB,6-1,"Las Vegas, NV",Bishop Gorman,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
10,Jackie Onyechi,Fr.,MB,5-10,"Richmond, TX",Foster,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
3,Ashtyn Sims,Fr.,OH,6-0,"Orlando, FL",Windermere,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
17,Nicki Gaito,Fr.,DS,5-6,"San Francisco, CA",San Francisco University,554,Ivy,The Ivy League,Princeton University,D-I,Princeton
0,Jiji Lykins,Sr.,OH,5-9,"Coral Springs, FL",Princess Anne,556,BE,Big East Conference,Providence College,D-I,Providence
9,Sammie Ruggles,Sr.,S,6-0,"North Olmsted, OH",Lake Ridge Academy,556,BE,Big East Conference,Providence College,D-I,Providence
14,Shaliyah Rhoden,Sr.,OH,5-9,"Rowlett, TX",Sachse,556,BE,Big East Conference,Providence College,D-I,Providence
16,Alicja Pokrzywa,Sr.,DS,5-8,"Parsippany, NJ",Morris Catholic,556,BE,Big East Conference,Providence College,D-I,Providence
10,Niah Tucker,Sr.,MB,6-0,"Wylie, TX",Wylie,556,BE,Big East Conference,Providence College,D-I,Providence
